en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
interesting,Psy,Appreciation,"interessant, Interessante","interessant:4, Interessante:1",Now there are two things that are really interesting about this .,"Nun gibt es zwei Sachen , die wirklich interessant daran sind .",5,6,0.8333
likely,Psy,Affect,",, häufiger",",:1, häufiger:1",We are all much more likely than any of us would like to admit to miss what 's right in front of our eyes .,"Wir übersehen alle viel eher , als jeder von uns zugeben möchte , was direkt vor unseren Augen ist .",3,10,0.3
likely,Psy,Judgement,wahrscheinlicher,wahrscheinlicher:1,"But they 're also more likely than younger people to experience mixed emotions -- sadness at the same time you experience happiness ; you know , that tear in the eye when you 're smiling at a friend .","aber sie durchleben auch wahrscheinlicher als jüngere gemischte Emotionen – Traurigkeit , die zu der selben Zeit erfahren wird wie Glück ; Sie wissen schon , diese Träne in dem Auge , wenn Sie einen Freund anlächeln .",1,10,0.1
likely,Psy,Appreciation,"wahrscheinlicher, Risiko, erfolgreicher, tendieren","wahrscheinlicher:2, Risiko:1, erfolgreicher:1, tendieren:1","And unfortunately , the less control that we think we have , the more likely we are to downplay it or ignore it entirely .","Leider ist es so , dass je weniger Kontrolle wir haben , desto mehr tendieren wir dazu es herunterzuspielen oder komplett zu ignorieren .",6,10,0.6
mad,Psy,Affect,"wütend, garantiert","wütend:4, garantiert:1",Why we get mad -- and why it 's healthy,Warum wir wütend werden – und warum es gesund ist,6,15,0.4
mad,Psy,Judgement,"wütend, Wut, sauer","wütend:3, Wut:1, sauer:1",And you listen and you try to understand why they 're so mad .,"Sie hören zu und versuchen zu verstehen , warum er so sauer ist .",6,15,0.4
mad,Psy,Appreciation,"Wut, verrückt, wütend","Wut:1, verrückt:1, wütend:1","Now , in that moment , you are doing essentially what I get to do every day , because I 'm an anger researcher , and as an anger researcher , I spend a good part of my professional life -- who am I kidding , also my personal life -- studying why people get mad .","In diesem Moment tun Sie , was ich als Wutforscher täglich mache . Als Wutforscher ist ein Großteil meiner Arbeit -- ach , auch meines Privatlebens -- , zu erforschen , warum wir wütend werden .",3,15,0.2
sure,Psy,Affect,"sicher, ,, ja, sicherzustellen dass","sicher:4, ,:1, ja:1, sicherzustellen dass:1","So when Alan Greenspan was head of the Federal Reserve , his entire job was to watch out for problems in the US economy and to make sure that they did n't spin out of control .","Als Alan Greenspan Präsident der US - Notenbank war , drehte sich sein Job nur um das Erkennen von Wirtschaftproblemen in den USA und darum sicherzustellen , dass nichts außer Kontrolle gerät .",12,12,1.0
sure,Psy,Judgement,,,,,0,12,0.0
sure,Psy,Appreciation,,,,,0,12,0.0
true,Psy,Affect,,,,,0,11,0.0
true,Psy,Judgement,tatsächlich,tatsächlich:1,It 's true .,Das stimmt tatsächlich .,2,11,0.1818
true,Psy,Appreciation,"stimmt, stimmte, Fall, sicher, so","stimmt:2, stimmte:2, Fall:1, sicher:1, so:1",But the opposite is actually true .,aber das Gegenteil ist der Fall .,9,11,0.8182
worse,Psy,Affect,,,,,0,7,0.0
worse,Psy,Judgement,"schlimmer, verschlimmern, verschlimmert, völlig","schlimmer:1, verschlimmern:1, verschlimmert:1, völlig:1",Would you do everything within your power to fix things before they got worse ?,"Würden Sie alles in Ihrer Macht Stehende tun , um es zu beheben , bevor es sich verschlimmert ?",4,7,0.5714
worse,Psy,Appreciation,"schlechter, schlimmer","schlechter:1, schlimmer:1","When you 're feeling those things , those provocations feel that much worse .","Wenn das der Fall ist , fühlen sich diese Auslöser sehr viel schlimmer an .",3,7,0.4286
wrong,Psy,Affect,falsch,falsch:1,"Gets it wrong , you press a button on the shock box .","Lernt er es falsch , drücken Sie den Knopf und verpassen ihm einen Stromstoß .",1,6,0.1667
wrong,Psy,Judgement,falscher,falscher:1,They could not be more wrong .,Sie könnten nicht falscher liegen .,1,6,0.1667
wrong,Psy,Appreciation,"falsch, dafür, verfehlt","falsch:2, dafür:1, verfehlt:1","Our traditional societal heroes are wrong , because they are the exceptions .","Unsere traditionellen , Helden sind verfehlt , sie sind die Ausnahme .",4,6,0.6667
able,Sci,Affect,"Lage, können, aufgrund, befähigt, brauchen, konnte, konnten, vorstellen","Lage:4, können:4, aufgrund:1, befähigt:1, brauchen:1, konnte:1, konnten:1, vorstellen:1","And for the first time , we 're able to watch the journey of a tuna beneath the ocean using light and photons to measure sunrise and sunset .","Und zu dem ersten Mal können wir die Reise der Thunfische unter Wasser verfolgen , indem wir mit Licht und Photonen Sonnenauf - und Untergang feststellen .",20,26,0.7692
able,Sci,Judgement,können,können:1,"When I 'm out troubleshooting equipment or problems with something in a plant , they do n't seem to be able to figure out : "" Do I have a training - people issue ? Or do I have something wrong with the equipment ? ""","Wenn ich draußen auf Fehlersuche bin oder es Probleme in der Fabrik gibt , können sie anscheinend nicht feststellen , ob sie ein Ausbildungsproblem haben oder etwas mit der Ausrüstung nicht stimmt .",2,26,0.0769
able,Sci,Appreciation,"Lage, geschafft","Lage:2, geschafft:1","What happens is that bacteria are able to count how many of "" me "" and how many of "" you . ""","Nun sind Bakterien in der Lage zu zählen , wie viele es von "" mir "" und von "" euch "" gibt .",4,26,0.1538
accurate,Sci,Affect,,,"And believe it or not , and I know some of you are like , "" Yeah , right , "" we 're about 90 percent accurate , or more , with weather forecast .","Ob Sie es glauben oder nicht und einige von Ihnen denken : "" Ja , klar "" , aber unsere Wettervorhersagen treffen zu 90 % zu .",1,5,0.2
accurate,Sci,Judgement,akkurat,akkurat:1,"One textbook says , for example , "" Evolutionarily speaking , vision is useful precisely because it is so accurate . ""","Ein Beispiel dafür ist : "" Evolutionär gesehen ist das Sehen nützlich , gerade weil es so akkurat ist . """,1,5,0.2
accurate,Sci,Appreciation,"richtig, zutreffend","richtig:1, zutreffend:1","Now , there 's no better definition of cognitive dissonance than intelligent people asking me if a rodent 's forecast is accurate .","Es gibt keine bessere Definition für kognitive Dissonanzen als intelligente Leute , die mich fragen , ob eine Nagetier - Vorhersage zutrifft .",3,5,0.6
active,Sci,Affect,,,,,0,7,0.0
active,Sci,Judgement,aktiv,aktiv:1,It 's active .,Er ist aktiv .,1,7,0.1429
active,Sci,Appreciation,"aktiv, aktiver","aktiv:3, aktiver:2",The patrollers -- that 's supposed to be a magnifying glass -- are an interesting group that go out early in the morning before the foragers are active .,"Die Patrouilleure -- das da soll eine Lupe darstellen -- sind eine interessante Gruppe . Sie gehen früh morgens nach draussen , bevor die erste Gruppe auf Nahrungssuche geht .",6,7,0.8571
alive,Sci,Affect,"Leben, überleben","Leben:3, überleben:1","Similarly , evolution has shaped us with perceptual symbols that are designed to keep us alive .","In ähnlicher Weise hat die Evolution uns mit Wahrnehmungs - Symbolen geprägt , die uns an dem Leben halten sollen .",4,6,0.6667
alive,Sci,Judgement,Leben,Leben:1,These are incredibly important ; they keep us alive .,"Nein , sie sind vielmehr erstaunlich wichtig . Sie erhalten uns an dem Leben .",1,6,0.1667
alive,Sci,Appreciation,lebendig,lebendig:1,"And I go there every year and look for all the colonies that were alive the year before , and figure out which ones have died , and put all the new ones on the map .","Ich gehe jedes Jahr hin und schaue nach den Kolonien , die das Jahr davor lebendig waren , und finde heraus , welche ausgestorben sind , und erfasse neue Kolonien auf der Karte .",1,6,0.1667
alone,Sci,Affect,"allein, alleine","allein:1, alleine:1","That 's another contradiction -- science and art do n't often go together , but interweaving them can help these girls bring their whole selves to what they learn , and maybe one day join the ranks of astronomers who are full of contradictions , and use their backgrounds to discover , once and for all , that we are truly not alone in the universe .","Das ist noch ein Widerspruch : Wissenschaft und Kunst passen oft nicht zueinander . Doch eine Verflechtung der beiden kann dazu beitragen , dass diese Mädchen bei dem Lernen alles geben und vielleicht reihen sie sich eines Tages in die Riege der Astronomen ein , die voller Widersprüche stecken , und setzen ihre Erfahrungen ein , um endgültig festzustellen , dass wir tatsächlich nicht allein in dem Universum sind .",2,6,0.3333
alone,Sci,Judgement,"allein, alleine","allein:1, alleine:1","How can bacteria , these primitive organisms , tell the difference from times when they 're alone and times when they 're in a community , and then all do something together ?","Wie können Bakterien , diese primitiven Organismen , unterscheiden ob sie entweder allein sind oder sich in einer Gemeinschaft befinden , um dann alle zusammen etwas zu bewirken .",2,6,0.3333
alone,Sci,Appreciation,alleine,alleine:2,"What we noticed is when the bacteria were alone , so when they were in dilute suspension , they made no light .","Uns ist aufgefallen , dass , wenn die Bakterien alleine waren , also in verdünnter Suspension , sie kein Licht erzeugten .",2,6,0.3333
bad,Sci,Affect,,,And where I was bad was algebra .,Meine Schwäche war Algebra .,1,8,0.125
bad,Sci,Judgement,schlimm,schlimm:2,"But yet , when you talk to people in Houston , people are saying , "" We had no idea it was going to be this bad . ""","Aber wenn Sie mit Leuten aus Huston sprechen , werden sie Ihnen sagen : "" Wir wussten nicht , dass es so schlimm sein würde . """,2,8,0.25
bad,Sci,Appreciation,"schlecht, bösartig, schlimm, schlimm'","schlecht:2, bösartig:1, schlimm:1, schlimm':1","When in fact , the perception was that it was not going to be as bad , but it was actually an upgrade .","Tatsache ist : die Wahrnehmung ging in Richtung ' es wird nicht so schlimm' , aber es war eine Höherstufung .",5,8,0.625
big,Sci,Affect,,,,,0,6,0.0
big,Sci,Judgement,"groß, gross","groß:2, gross:1","This is just a road . And it 's not very big : it 's about 250 meters on one side , 400 on the other .","Das das ist eine Strasse und das Gebiet ist nicht sehr gross , die kurze Seite ist ungefähr 250 Meter , die andere etwa 400 Meter .",3,6,0.5
big,Sci,Appreciation,"groß, große, maximale","groß:1, große:1, maximale:1",And my great big Internet trunk line is twice as big as the control 's .,Und meine große Internethauptleitung ist doppelt so groß wie die der Kontrollperson .,3,6,0.5
close,Sci,Affect,"dicht, nah","dicht:1, nah:1",It 's really tough to get up close and personal with a mako shark and try to put a tag on it .,"Es ist ein schwieriges Unterfangen , nah genug an einen Makohai zu kommen , um ihm eine elektronische Marke zu verpassen .",2,5,0.4
close,Sci,Judgement,nah,nah:1,"Finally , Richard Feynman , famous physicist , once wrote that if human civilization were destroyed and you could pass only a single concept on to our descendants to help them rebuild civilization , that concept should be that all matter around us is made out of tiny elements that attract each other when they 're far apart but repel each other when they 're close together .","Zu dem Abschluss , Richard Feynman , berühmter Physiker , hat einmal geschrieben , dass , wenn die menschliche Zivilisation zerstört würde , und nur ein einziges Konzept an unsere Nachfahren weitergegeben werden könnte , um den Wiederaufbau zu unterstützen , sollte es dieses sein : dass alle Materie um uns herum aus winzigen Elementen besteht , die sich anziehen , wenn sie weit voneinander weg sind , aber sich abstoßen , wenn sie nah zusammen sind .",1,5,0.2
close,Sci,Appreciation,"etwa, nah","etwa:1, nah:1","The surface temperature is close to 900 degrees Fahrenheit , 500 Celsius .","Die Oberflächentemperatur ist etwa 900 ° F , 500 ° C .",2,5,0.4
different,Sci,Affect,,,"And we 've done experiments that show that that 's because the longer an ant stays outside , the more these simple hydrocarbons on its surface change , and so they come to smell different by doing different tasks .","Und wir haben Experimente durchgeführt , die zeigen , dass je länger eine Ameise sich draussen aufhält , desto mehr sich die einfache Hydrokarbone auf ihrer Oberfläche sich verändern .",1,13,0.0769
different,Sci,Judgement,"unterscheiden, anders, sich","unterscheiden:2, anders:1, sich:1","So we made molecules that look kind of like the real molecules , which you saw , but they 're a little bit different .","Wir erstellten Moleküle , die fast wie die Echten aussahen - die Sie schon sahen - aber diese unterscheiden sich etwas .",4,13,0.3077
different,Sci,Appreciation,"anders, andere, differenzieren, sich","anders:3, andere:2, differenzieren:1, sich:1","When I was a young kid , I did n't know my thinking was different .","Als kleines Kind wusste ich nicht , dass ich anders denke .",8,13,0.6154
easy,Sci,Affect,,,,,0,6,0.0
easy,Sci,Judgement,einfach,einfach:2,"It 's not easy , because life uses only a subset of the elements in the periodic table .","Das ist nicht einfach , denn das Leben nutzt nur eine Teilmenge der Elemente in dem Periodensystem .",2,6,0.3333
easy,Sci,Appreciation,"leicht, einfach","leicht:3, einfach:1","Diving day and night was really easy for me in 1970 , when I led a team of aquanauts living underwater for weeks at a time -- at the same time that astronauts were putting their footprints on the moon .","Tag und Nacht zu tauchen war 1970 sehr leicht für mich , als ich eine Gruppe von Aquanauten geführt habe . Während wir mehrere Wochen unter Wasser lebten , hinterließen die Astronauten ihre Fußabdrücke auf dem Mond .",4,6,0.6667
excited,Sci,Affect,"richtig, begeistert, freue, richtig aufgeregt","richtig:2, begeistert:1, freue:1, richtig aufgeregt:1","Well , I have a big announcement to make today , and I 'm really excited about this .","Ich hab eine große Ankündigung zu machen , und freu mich richtig darauf .",5,6,0.8333
excited,Sci,Judgement,,,,,0,6,0.0
excited,Sci,Appreciation,begeistert,begeistert:1,"Everybody was really excited about Curiosity , and that had this big plutonium battery on board that has plutonium - 238 , which actually has a higher specific activity than the low - enriched uranium fuel of these molten salt reactors , which means that the effects would be negligible , because you launch it cold , and when it gets into space is where you actually activate this reactor .","Alle waren von Curiosity äußerst begeistert , und der hatte eine große Plutonium - Batterie an Bord , welche Plutonium -238 enthält , was eine höhere spezifische Aktivität hat als das schwach angereicherte Uran in diesen Flüssig - Salz Reaktoren . Das heißt , dass deren Auswirkungen unbedeutend wären , weil man sie kalt startet und man den Reaktor eigentlich erst in dem Weltall startet .",1,6,0.1667
good,Sci,Affect,gut,gut:1,"So you -- it was fun to get away from high school -- because I was very small , and I was no good in sports , or anything like that .","Also -- es war toll , von der High School wegzukommen . Ich war sehr klein und nicht gut in dem Sport oder anderen solchen Dingen .",1,9,0.1111
good,Sci,Judgement,richtig,richtig:1,"But of course , as you 're probably aware , even in adulthood , people differ from one another in how good they are at thinking of other minds , how often they do it and how accurately .","Aber natürlich - wie Sie wahrscheinlich bemerken - unterscheiden sich selbst in dem Erwachsenenalter die Menschen voneinander qualitativ in ihrem Nachdenken über andere , also wie häufig sie das tun , und wie richtig sie damit liegen .",1,9,0.1111
good,Sci,Appreciation,"gut, lange, was","gut:5, lange:1, was:1","Now , this ability to put information into categories , I find a lot of people are not very good at this .","Diese Fähigkeit , Informationen zu kategorisieren , ist etwas , worin viele Leute nicht sehr gut sind .",7,9,0.7778
important,Sci,Affect,,,,,0,12,0.0
important,Sci,Judgement,,,,,0,12,0.0
important,Sci,Appreciation,"wichtig, wichtigsten, Bezug, wichtiger","wichtig:8, wichtigsten:2, Bezug:1, wichtiger:1","And then , as these animals swim and give us the information that 's important to climate issues , we also think it 's critical to get this information to the public , to engage the public with this kind of data .","Während diese Tiere schwimmen geben sie uns wichtige Informationen in Bezug auf Klimafragen . Wir denken , dass es sehr wichtig ist , diese Informationen an die Öffentlichkeit zu bringen , und die Menschen damit zu konfrontieren .",12,12,1.0
interesting,Sci,Affect,produziert,produziert:1,"And then that 's a heat exchanger to what makes this design really , really interesting , and that 's a heat exchanger to a gas .","Und dieser Wärmetauscher ist der , der diese Idee so besonders macht , nämlich ein Wärmetauscher , der Gas produziert .",1,11,0.0909
interesting,Sci,Judgement,"interessant, spannender","interessant:3, spannender:1","So that 's not the most fun part of this research , although it 's interesting .","Das ist nicht der Teil meiner Forschung , der mir an dem meisten Spass macht , aber es ist interessant .",4,11,0.3636
interesting,Sci,Appreciation,interessant,interessant:6,Cognitive dissonance is interesting .,Kognitive Dissonanzen sind interessant .,6,11,0.5455
large,Sci,Affect,,,,,0,6,0.0
large,Sci,Judgement,groß,groß:2,We can actually see how they 're using ecospaces as large as an ocean .,"Wir nun sehen , dass sie Umweltgebiete nutzen , die manchmal groß wie ein Ozean sind .",2,6,0.3333
large,Sci,Appreciation,"groß, hoch","groß:2, hoch:2","Now sometimes the tunas are really large , such as this fish off Nantucket .","Manchmal sind die Thunfische wirklich groß , so wie dieser Fisch von Nantucket .",4,6,0.6667
old,Sci,Affect,Alter,Alter:1,"I 'm seeing too many of these smart kids who have n't learned basic things , like how to be on time -- I was taught that when I was eight years old .","So viele dieser schlauen Kinder haben grundlegende Dinge nicht gelernt , wie beispielsweise pünktlich zu sein . Mir wurde das in dem Alter von 8 Jahren beigebracht .",1,7,0.1429
old,Sci,Judgement,"alt, Alter","alt:2, Alter:1","And it stays that size until the queen dies and there 's nobody to make more ants , when she 's about 15 or 20 years old .","Und sie bleibt bei dieser Grösse , bis die Königin in dem Alter von circa 15 bis 20 Jahren stirbt und es niemanden mehr gibt , der neue Ameisen erzeugen kann .",3,7,0.4286
old,Sci,Appreciation,"alt, Fünfjähriger","alt:2, Fünfjähriger:1","And it does n't matter if what they teach them is old , because what you 're doing is you 're lighting the spark .","Es spielt keine Rolle , ob das , was sie unterrichten , alt ist , denn es geht darum , Begeisterung zu entfachen .",3,7,0.4286
right,Sci,Affect,"Recht, Richtige, recht, richtig","Recht:1, Richtige:1, recht:1, richtig:1",This is one prediction I will always get right .,"Das ist die eine Voraussage , mit der ich immer richtig liege .",4,10,0.4
right,Sci,Judgement,"richtig, Recht","richtig:3, Recht:2",Could Galileo be right ?,Könnte Galileo richtig liegen ?,5,10,0.5
right,Sci,Appreciation,ideal,ideal:1,"This planet is in a zone that is not too far from the star , so that the temperature may be just right for life .","Dieser Planet ist in einer Zone , die nicht zu weit von dem Stern entfernt ist , sodass die Temperatur ideal für Leben sein könnte .",1,10,0.1
same,Sci,Affect,,,,,0,6,0.0
same,Sci,Judgement,übereinstimmen,übereinstimmen:1,"That is the view that we had of the surface of Titan before we got there with Cassini , and I can tell you that what we have found on Titan , though it is not the same in detail , is every bit as fascinating as that story is .","So haben wir uns die Titanoberfläche vorgestellt , bevor wir mit Cassini dort ankamen , und ich kann Ihnen sagen : Was wir gefunden haben mag nicht in dem Detail übereinstimmen , aber es ist genauso faszinierend wie jene Geschichte .",1,6,0.1667
same,Sci,Appreciation,"gleich, gleiche, identisch","gleich:2, gleiche:2, identisch:1","In this one , I 'm just using the interspecies molecule , but the logic is exactly the same .",Hier verwende ich nur das speziesinterne Molekül aber der Denkansatz ist exakt der gleiche .,5,6,0.8333
true,Sci,Affect,,,,,0,9,0.0
true,Sci,Judgement,"auch, stimmt","auch:1, stimmt:1","Now , maybe that 's not true in this room , but it 's going to be true in a lot of different places .","Vielleicht stimmt das nicht in diesem Saal , aber es stimmt an den meisten Orten .",2,9,0.2222
true,Sci,Appreciation,"wahr, die, existiert, stimmt","wahr:3, die:1, existiert:1, stimmt:1","Now , maybe that 's not true in this room , but it 's going to be true in a lot of different places .","Vielleicht stimmt das nicht in diesem Saal , aber es stimmt an den meisten Orten .",7,9,0.7778
wrong,Sci,Affect,falsch,falsch:6,"I think so , but could I be wrong ?","Ich glaube schon , aber könnte ich falsch liegen ?",8,15,0.5333
wrong,Sci,Judgement,falsch,falsch:4,It 's getting them wrong that is living .,"Sie falsch zu verstehen , das ist Leben .",6,15,0.4
wrong,Sci,Appreciation,nicht,nicht:1,Or is the whole design of the system wrong ?,Oder stimmt der gesamte Entwurf des Systems nicht ?,1,15,0.0667
able,Tech,Affect,"fähig, Kraftmessungen, Lage, imstande, in Lage, konnte, konnten, können, speichern","fähig:2, Kraftmessungen:1, Lage:1, imstande:1, in Lage:1, konnte:1, konnten:1, können:1, speichern:1","In fact , it 's so fast we were able to add a new point on the extreme animal movement spectrum .","Und zwar ist es derat schnell , dass wir einen neuen Eintrag auf der Skala der extremen Bewegungen des Tierreichs hinzufügen konnten .",14,32,0.4375
able,Tech,Judgement,"können, Lage, geschafft, könnten","können:4, Lage:2, geschafft:1, könnten:1","They focus on the heat required and the speed in which it moves through the material so that they 're able to release and produce that CO2 at a really fast rate , which allows them to have a more compact design and overall cheaper costs .","Sie konzentrieren sich auf die benötigte Wärme und die Geschwindigkeit , in der sie sich durch das Material bewegt , damit sie das CO2 sehr schnell freigeben und produzieren können . Das erlaubt ihnen ein kompakteres Design und insgesamt weniger Kosten .",11,32,0.3438
able,Tech,Appreciation,"Lage, fähig, gezielt, helfen, imstande","Lage:1, fähig:1, gezielt:1, helfen:1, imstande:1","And you know , I think the real innovation is that we 're now able to design or program the architecture and structure of plant tissues in such a way that they could direct cell growth to address an unmet medical need .","Und wissen Sie , ich denke , die eigentliche Innovation ist , dass wir nun in der Lage sind , Aufbau und Struktur von Pflanzengewebe so zu designen oder zu programmieren , dass sie Zellwachstum steuern und medizinische Bedürfnisse erfüllen können .",7,32,0.2188
alive,Tech,Affect,Leben,Leben:2,"We then took the next step and implanted it , and we were able to demonstrate that the scaffolds stimulated the formation of blood vessels , allowing the heart to keep them alive .","Dann machten wir den nächsten Schritt und implantierten es , und wir konnten zeigen , dass das Gerüst die Bildung von Blutgefäßen anregte , die dem Herz erlaubten , das Gewerbe an dem Leben zu erhalten .",2,5,0.4
alive,Tech,Judgement,Lebewesen,Lebewesen:1,So people will treat all sorts of robots like they 're alive .,Deswegen behandeln Menschen alle Arten von Robotern wie Lebewesen .,1,5,0.2
alive,Tech,Appreciation,lebendig,lebendig:1,"Just this last spring , when four retirees and two taxi drivers were arrested in the Republic of Georgia for trying to sell nuclear materials for 200 million dollars , they demonstrated that the black market for this stuff is alive and well .","Diesen Frühling wurden vier Rentner und zwei Taxifahrer in Georgien verhaftet , weil sie versuchten , radioaktives Material für 200 Millionen Dollar zu verkaufen . Sie haben gezeigt , dass es einen Schwarzmarkt dafür gibt .",2,5,0.4
better,Tech,Affect,besser,besser:2,"And as humans , we are far better at seeing the problems way in advance , but ultimately we knock them down .","Und als Menschen sind wir viel besser darin , Probleme auf sehr lange Sicht vorauszusehen , aber sie schlussendlich doch zu überwinden .",2,7,0.2857
better,Tech,Judgement,umsonst,umsonst:1,Well he did a little bit better than free .,Naja er tat es später nicht ganz für umsonst .,1,7,0.1429
better,Tech,Appreciation,besser,besser:4,"This is a lot better , but for example , if there 's any significant movement , I would n't want a system like this driving my car .","Das ist deutlich besser . Wenn jedoch beispielsweise eine nennenswerte Bewegung stattfindet -- Ich würde nicht wollen , dass ein solches System mein Auto steuert .",4,7,0.5714
capable,Tech,Affect,"Lage, fähig","Lage:1, fähig:1","Can , in fact , the technology not simply replace humans , but allow us to reach the level of reflex and intuition that we 're all capable of ?","Kann diese Technologie nicht nur einfach den Menschen ersetzen , sondern uns erlauben , die Leistung an Reflexen und Intuition zu erreichen , zu der wir in der Lage sind ?",2,4,0.5
capable,Tech,Judgement,einfangen,einfangen:1,The Amazon is capable of capturing 1.6 billion tons of CO2 each year .,Der Amazonas kann in dem Jahr 1.6 Milliarden Tonnen CO2 einfangen .,1,4,0.25
capable,Tech,Appreciation,fähig,fähig:1,"In those situations , we want a car that is capable enough to avoid any accident that can physically be avoided .","In diesen Situationen wollen wir ein Auto , das fähig genug ist jeden Unfall zu vermeiden , der technisch verhindert werden kann .",1,4,0.25
cool,Tech,Affect,,,,,0,4,0.0
cool,Tech,Judgement,,,,,0,4,0.0
cool,Tech,Appreciation,"cool, supercool","cool:3, supercool:1",So that was really cool and very unexpected .,Also das war ziemlich cool und sehr unerwartet .,4,4,1.0
difficult,Tech,Affect,erschwert,erschwert:1,"Yes , this means that in the future , encryption is going to make wiretapping more difficult .","Das bedeutet , dass in Zukunft das Abhören durch Verschlüsselung erschwert wird .",1,8,0.125
difficult,Tech,Judgement,"schwierig, kompliziert","schwierig:2, kompliziert:1",It 's actually really difficult .,Es ist tatsächlich kompliziert .,3,8,0.375
difficult,Tech,Appreciation,"kompliziert, schwer, schwierig","kompliziert:1, schwer:1, schwierig:1",Our dependence on liquid fuels makes these emissions really difficult to avoid .,"Unsere Abhängigkeit von Flüssigtreibstoff macht es wirklich schwierig , diese Emissionen zu vermeiden .",4,8,0.5
easier,Tech,Affect,"einfacher, leichter","einfacher:1, leichter:1",Having more communication and information at our fingertips at any given moment was supposed to make decision - making easier and more rational .,"Jederzeit mehr Konversationen und mehr Informationen zu der Verfügung zu haben , sollte uns helfen , leichter und rationaler Entscheidungen zu fällen .",2,5,0.4
easier,Tech,Judgement,einfacher,einfacher:2,"And the snail 's wired to a stick , so he 's a little bit easier to set up the shot .","Die Schnecke ist an einen Stock gebunden , damit es etwas einfacher ist , den Schlagvorgang einzurichten .",2,5,0.4
easier,Tech,Appreciation,leichter,leichter:1,"And that 's really important , because high - purity CO2 is easier to liquify , easier to transport , whether it 's in a pipeline or a truck , or even easier to use directly , say , as a fuel or a chemical .","Und das ist wirklich wichtig , denn hochreines CO2 lässt sich leichter verflüssigen , leichter transportieren , entweder mittels Pipeline oder LKW , oder noch einfacher , direkt nutzen , zu dem Beispiel als Treibstoff oder eine Chemikalie .",1,5,0.2
easy,Tech,Affect,einfach,einfach:3,"Sounds pretty easy , pulling CO2 out of the air .","Das klingt recht einfach , CO2 aus der Luft ziehen .",3,6,0.5
easy,Tech,Judgement,einfach,einfach:1,"You might even think it 'd be easy , given that I just said the vast majority of activity on Twitter puts no one in harm 's way .","Vielleicht denken Sie , das wäre einfach , da ich ja gerade sagte , dass die große Mehrheit der Aktivitäten auf Twitter niemandem schadet .",1,6,0.1667
easy,Tech,Appreciation,einfach,einfach:2,But I 'll tell you what is easy : avoiding CO2 emissions to begin with .,"Aber ich sage Ihnen , was einfach ist : CO2 Emissionen direkt zu vermeiden .",2,6,0.3333
enough,Tech,Affect,,,,,0,8,0.0
enough,Tech,Judgement,"genug, genügt","genug:1, genügt:1","And although engineers and scientists are doing the invaluable work to accelerate these natural processes , it simply wo n't be enough .","Und obwohl Ingenieure und Wissenschaftler die unschätzbare Arbeit erledigen , diese natürlichen Prozesse zu beschleunigen , wird es einfach nicht genug sein .",3,8,0.375
enough,Tech,Appreciation,"genug, dazu, reicht","genug:2, dazu:1, reicht:1","Well actually , under the right circumstances , an amount of highly enriched uranium about the size of your morning latte would be enough to kill 100,000 people instantly .","Tatsächlich würde unter den richtigen Umständen hoch angereichertes Uran in der Menge Ihres morgendlichen Caffè Latte ausreichen , um 100 000 Menschen zu töten . Sofort .",5,8,0.625
excited,Tech,Affect,"aufgeregt, aufregend, begeistert neugierig, bestellt, freue mich","aufgeregt:3, aufregend:1, begeistert neugierig:1, bestellt:1, freue mich:1","You know , you go to sleep -- I was excited , with this phone call .",Man geht schlafen -- ich war aufgeregt über diesen Anruf .,7,8,0.875
excited,Tech,Judgement,Häuschen,Häuschen:1,And they 're totally emotionally excited about the fact that they walk around thinking of themselves as a creative person .,"Und dann sind sie ganz aus dem Häuschen darüber , dass sie sich nun als eine kreative Person sehen .",1,8,0.125
excited,Tech,Appreciation,,,,,0,8,0.0
faster,Tech,Affect,,,"Communicate faster , but also work faster , bank faster , travel faster , find a date faster , cook faster , clean faster and do all of it all at the same time ?","Schneller kommunizieren , aber auch schneller arbeiten , schneller Bankgeschäfte erledigen , schneller reisen , schneller ein Date finden , schneller kochen , schneller putzen , und all das gleichzeitig zu machen ?",1,5,0.2
faster,Tech,Judgement,,,,,0,5,0.0
faster,Tech,Appreciation,schneller,schneller:2,"And to get a feel for why speed is so important in this domain , here 's an example of an object detector that takes two seconds to process an image . So this is 10 times faster than the 20 - seconds - per - image detector , and you can see that by the time it makes predictions , the entire state of the world has changed , and this would n't be very useful for an application .","Um ein Gefühl dafür zu bekommen , warum Geschwindigkeit hier so wichtig ist , zeige ich Ihnen einen Objekterkenner , der zwei Sekunden braucht , um ein Einzelbild zu verarbeiten -- was bereits zehnmal schneller ist als der Zwanzig - Sekunden - Klassifikator . Bis dieser Erkenner seine Voraussagen bekannt gibt , hat sich der Zustand der Welt bereits völlig verändert . Das wäre für die praktische Anwendung völlig ungeeignet .",4,5,0.8
good,Tech,Affect,Versprechen,Versprechen:1,How might we make good on a promise of greater security for Jasmine 's generation in a world beyond nuclear weapons ?,Wir könnten wir Jasmines Generation ein Versprechen von höherer Sicherheit in einer atomwaffenfreien Welt geben ?,1,4,0.25
good,Tech,Judgement,gut,gut:1,It 's good for adults and for kids .,Es ist gut für Erwachsene und für Kinder .,1,4,0.25
